locus,cluster,Condition,log2FoldChange,padj,Pathway,Protein,Process,Process.abbr,Gene.names
ssr1499,2,slr1916,-1.89070984276801,2.43113206787109e-7,NA,hypothetical protein,Hypothetical,Hypoth,ssr1499
slr1535,2,slr1916,-1.85214961057283,1.00225531692e-4,NA,hypothetical protein,Hypothetical,Hypoth,slr1535
slr5112,2,slr1916,-1.82514845933015,3.39580610029e-4,NA,unknown protein,Unknown,Unknown,slr5112
slr1262,2,slr1916,-1.73830920339394,3.28677095539425e-13,NA,hypothetical protein,Hypothetical,Hypoth,slr1262
slr2132,2,slr1916,-1.73770975368196,3.89967558416e-4,Pyruvate and acetyl-CoA metabolism,phosphotransacetylase,Energy metabolism,Energy,pta slr2132
slr5053,2,slr1916,-1.6336414318366,0.014070403756134,NA,unknown protein,Unknown,Unknown,slr5053
sll0573,2,slr1916,-1.61745022435185,0.004539175207994,Amino acids and amines,carbamate kinase,Energy metabolism,Energy,arcC sll0573
slr0474,2,slr1916,-1.60940693185875,0.001839529218866,NA,"two-component response regulator CheY subfamily,  regulator for phytochrome 1 (Cph1)",Regulatory functions,Regul,rcp1 slr0474
slr1260,2,slr1916,-1.53777220543793,1.357169471109e-11,NA,hypothetical protein,Hypothetical,Hypoth,slr1260
slr1261,2,slr1916,-1.53239745151049,1.46114256470657e-9,NA,hypothetical protein,Hypothetical,Hypoth,slr1261
sll0283,2,slr1916,-1.49358297170321,0.006750634304521,NA,hypothetical protein,Hypothetical,Hypoth,sll0283
ssr6002,2,slr1916,-1.49324345832389,0.12181123959801,NA,unknown protein,Unknown,Unknown,ssr6002
slr6063,2,slr1916,-1.48865308645627,0.004497229683933,NA,unknown protein,Unknown,Unknown,slr6063
sll0024,2,slr1916,-1.48628222044097,6.87898913346264e-6,NA,unknown protein,Unknown,Unknown,sll0024
sll5028,2,slr1916,-1.47453655289462,9.05442323738014e-6,NA,hypothetical protein,Hypothetical,Hypoth,sll5028
slr1152,2,slr1916,-1.46348277899792,0.010891026600168,NA,hypothetical protein,Hypothetical,Hypoth,slr1152
sll5062,2,slr1916,-1.45285477302909,3.74262990615949e-6,NA,unknown protein,Unknown,Unknown,sll5062
ssr7093,2,slr1916,-1.44519079210026,0.011548820464674,Other,CRISPR-associated endoribonuclease Cas2 3,Other categories,Other,cas2-3 ssr7093
slr1634,2,slr1916,-1.43244513100788,2.79213770285602e-7,NA,hypothetical protein,Hypothetical,Hypoth,slr1634
slr5012,2,slr1916,-1.42386206290129,1.79211502748524e-7,NA,hypothetical protein,Hypothetical,Hypoth,slr5012
slr7092,2,slr1916,-1.41004248345631,0.002685749591979,Other,CRISPR-associated endonuclease Cas1,Other categories,Other,cas1 slr7092
slr0888,2,slr1916,-1.37843814547164,0.044776042495737,NA,hypothetical protein,Hypothetical,Hypoth,slr0888
sll1469,2,slr1916,-1.36068148069654,1.46849430235541e-6,NA,hypothetical protein,Hypothetical,Hypoth,sll1469
slr0889,2,slr1916,-1.32284303392388,0.008347463673626,NA,putative proteinkinase,Regulatory functions,Regul,slr0889
slr0773,2,slr1916,-1.31557477248234,4.54717368303161e-8,NA,hypothetical protein,Hypothetical,Hypoth,slr0773
sll8035,2,slr1916,-1.30414768428618,0.049802587531683,NA,hypothetical protein,Hypothetical,Hypoth,sll8035
sll7055,2,slr1916,-1.28911836767691,0.013897852594003,NA,unknown protein,Unknown,Unknown,sll7055
slr1547,2,slr1916,-1.27556864515806,2.0391398783419e-7,NA,hypothetical protein,Hypothetical,Hypoth,slr1547
ssr6046,2,slr1916,-1.27500659131802,8.59661835911144e-5,NA,hypothetical protein,Hypothetical,Hypoth,ssr6046
sll1319,2,slr1916,-1.26826041942758,1.00225531692e-4,NA,uncharacterized transporter,Transport and binding proteins,Transport,sll1319
slr1958,2,slr1916,-1.25683379726315,0.014463136699224,NA,unknown protein,Unknown,Unknown,slr1958
slr1259,2,slr1916,-1.25575973796736,1.50086488456241e-10,NA,hypothetical protein,Hypothetical,Hypoth,slr1259
slr6107,2,slr1916,-1.22967646774137,0.005931093308679,NA,hypothetical protein,Hypothetical,Hypoth,slr6107
sll1830,2,slr1916,-1.21960153690947,6.53304341691449e-11,NA,unknown protein,Unknown,Unknown,sll1830
sll5006,2,slr1916,-1.2140951387274,6.37164753289312e-6,NA,unknown protein,Unknown,Unknown,sll5006
slr1536,2,slr1916,-1.20673254770336,1.79039268750729e-5,NA,ATP-dependent DNA helicase RecQ,"DNA replication, restriction, modification, recombination, and repair",DNArep,recQ slr1536
sll0644,2,slr1916,-1.1798090730542,3.32224090219056e-11,Other,probable esterase,Other categories,Other,sll0644
sll8040,2,slr1916,-1.17645622797986,1.83776299624e-4,NA,unknown protein,Unknown,Unknown,sll8040
slr0955,2,slr1916,-1.17583965481072,2.61749335297163e-7,Aminoacyl tRNA synthetases and tRNA modification,probable tRNA/rRNA methyltransferase,Translation,Translat,slr0955
sll5090,2,slr1916,-1.17549911331796,1.71101984088895e-5,NA,unknown protein,Unknown,Unknown,sll5090
sll0846,2,slr1916,-1.1724162285876,1.74511485995e-4,NA,hypothetical protein,Hypothetical,Hypoth,sll0846
sll1308,2,slr1916,-1.16901238187273,1.42069537830751e-5,Other,probable oxidoreductase,Other categories,Other,sll1308
slr1957,2,slr1916,-1.15528352878647,0.04210887324437,NA,hypothetical protein,Hypothetical,Hypoth,slr1957
ssr2848,2,slr1916,-1.15405105059026,4.9950921979e-4,NA,unknown protein,Unknown,Unknown,ssr2848
slr1173,2,slr1916,-1.14012223940875,9.27108865460374e-7,NA,hypothetical protein,Hypothetical,Hypoth,slr1173
ssl5098,2,slr1916,-1.1400967411428,1.58805369561e-4,NA,unknown protein,Unknown,Unknown,ssl5098
sll1003,2,slr1916,-1.1349465811192,5.12191199505777e-5,NA,two-component sensor histidine kinase,Regulatory functions,Regul,sll1003
sll8034,2,slr1916,-1.12795218014828,2.65749398366794e-6,Other,2-nitropropane dioxygenase,Other categories,Other,sll8034
slr0868,2,slr1916,-1.12706311083578,0.003294144226744,NA,unknown protein,Unknown,Unknown,slr0868
ssr5019,2,slr1916,-1.12052416195482,0.01452436240077,NA,hypothetical protein,Hypothetical,Hypoth,ssr5019
slr0286,2,slr1916,-1.10737833974099,0.002057914687132,NA,protein involved in functional assembly of photosystem II,Unknown,Unknown,slr0286
slr1163,2,slr1916,-1.10673550387706,3.69006374379983e-16,NA,unknown protein,Unknown,Unknown,slr1163
sll1623,2,slr1916,-1.10613992593343,1.84471248451037e-9,NA,ABC transporter ATP-binding protein,Transport and binding proteins,Transport,sll1623
slr1074,2,slr1916,-1.09865963014456,8.59280785855913e-8,NA,polysaccharide transmembrane transporter Wzy,Transport and binding proteins,Transport,slr1074
sll5089,2,slr1916,-1.09019722577052,1.41605302706808e-6,NA,unknown protein,Unknown,Unknown,sll5089
sll8017,2,slr1916,-1.08728838793685,1.91297840873241e-9,NA,unknown protein,Unknown,Unknown,sll8017
slr2121,2,slr1916,-1.0870338970605,8.46003597457288e-6,Glycolate pathway,TSPO translocator protein,Energy metabolism,Energy,TSPO slr2121
sll8020,2,slr1916,-1.07753921089822,3.0059229859818e-6,NA,hypothetical protein,Hypothetical,Hypoth,sll8020
sll8032,2,slr1916,-1.06912183062577,0.002658215629155,NA,hypothetical protein,Hypothetical,Hypoth,sll8032
ssl3580,2,slr1916,-1.06548134674157,2.21174369108756e-12,Hydrogenase,putative hydrogenase expression/formation protein HypC,Other categories,Other,hypC ssl3580
slr1285,2,slr1916,-1.06061678517858,0.001074280408075,NA,two-component sensor histidine kinase,Regulatory functions,Regul,slr1285
sll1634,2,slr1916,-1.06035282196483,6.09393450508288e-8,NA,hypothetical protein,Hypothetical,Hypoth,sll1634
slr0689,2,slr1916,-1.05956597043876,3.36172232077706e-19,NA,hypothetical protein,Hypothetical,Hypoth,slr0689
slr6045,2,slr1916,-1.05907011689652,8.03582852258e-4,NA,unknown protein,Unknown,Unknown,slr6045
ssr5121,2,slr1916,-1.05532510335902,0.007175608354921,NA,hypothetical protein,Hypothetical,Hypoth,ssr5121
sll0922,2,slr1916,-1.04738622900275,0.035005807727118,NA,unknown protein,Unknown,Unknown,sll0922
slr0797,2,slr1916,-1.0417660088223,9.22455474326e-4,NA,cobalt-transporting P-type ATPase (cobalt efflux pump) involved in cobalt tolerance,Transport and binding proteins,Transport,slr0797
ssl7045,2,slr1916,-1.03954787538792,0.002131411736032,NA,unknown protein,Unknown,Unknown,ssl7045
sll1900,2,slr1916,-1.03280373931971,2.05884226110485e-7,Other,acetyltransferase,Other categories,Other,sll1900
slr1963,2,slr1916,-1.03233120905624,3.89967558416e-4,Adaptations and atypical conditions,Orange carotenoid-binding protein,Other categories,Other,slr1963
slr8022,2,slr1916,-1.03210159485192,0.042132569240736,NA,hypothetical protein,Hypothetical,Hypoth,slr8022
slr1077,2,slr1916,-1.03038223221611,7.59233950238058e-6,Other,probable glycosyltransferase,Other categories,Other,slr1077
sll0543,2,slr1916,-1.02956252020032,4.12835001130031e-5,NA,hypothetical protein,Hypothetical,Hypoth,sll0543
ndhK2,2,slr1916,-1.02869157664681,9.16534954039624e-5,NA,NA,NA,NA,NA
slr5013,2,slr1916,-1.02847691848428,5.56379077735945e-6,NA,unknown protein,Unknown,Unknown,slr5013
slr7098,2,slr1916,-1.02254343371136,0.124076604582942,NA,unknown protein,Unknown,Unknown,slr7098
sll0572,2,slr1916,-1.01967631004813,0.042836874484011,NA,hypothetical protein,Hypothetical,Hypoth,sll0572
slr0554,2,slr1916,-1.00684011860488,5.21584109967068e-11,NA,hypothetical protein,Hypothetical,Hypoth,slr0554
slr0142,2,slr1916,-1.00424168367298,3.77806021076381e-5,NA,hypothetical protein,Hypothetical,Hypoth,slr0142
slr1552,2,slr1916,-0.99515736321983,2.28963950641019e-7,NA,unknown protein,Unknown,Unknown,slr1552
slr1495,2,slr1916,-0.993170234251946,3.79400078198477e-7,NA,hypothetical protein,Hypothetical,Hypoth,slr1495
sll1258,2,slr1916,-0.988548434092184,9.02774829667687e-5,Pyrimidine ribonucleotide biosynthesis,dCTP deaminase,"Purines, pyrimidines, nucleosides, and nucleotides",Nucleot,sll1258
sll7090,2,slr1916,-0.988147571916544,0.014698703923284,NA,unknown protein,Unknown,Unknown,sll7090
sll0494,2,slr1916,-0.98700425565049,0.002604551301699,NA,unknown protein,Unknown,Unknown,sll0494
sll5047,2,slr1916,-0.984455026789272,6.17286307508383e-9,NA,polysaccharide transmembrane transporter Wzy,Transport and binding proteins,Transport,sll5047
sll8048,2,slr1916,-0.951103442591202,1.66252612253762e-7,NA,hypothetical protein,Hypothetical,Hypoth,sll8048
slr0813,2,slr1916,-0.950871342797546,3.00613787429e-4,NA,yidC YidC/Oxa1 family membrane protein insertase,"Fatty acid, phospholipid and sterol metabolism",FattyAcids,yidC slr0813
slr8038,2,slr1916,-0.939886787753223,3.2041950370155e-15,WD repeat proteins,WD-repeat protein,Other categories,Other,slr8038
ssl3177,2,slr1916,-0.937363197970905,6.28746912364782e-8,NA,hypothetical protein,Hypothetical,Hypoth,ssl3177
slr2053,2,slr1916,-0.930178590270422,8.41758127058093e-7,Other,putative hydrolase,Other categories,Other,slr2053
sll1611,2,slr1916,-0.925583473700827,9.56985531567e-4,NA,unknown protein,Unknown,Unknown,sll1611
slr6090,2,slr1916,-0.924293844435058,1.18480524639926e-11,NA,unknown protein,Unknown,Unknown,slr6090
slr6106,2,slr1916,-0.921127998294946,0.111022999973541,NA,hypothetical protein,Hypothetical,Hypoth,slr6106
slr5022,2,slr1916,-0.914568327865474,4.40144647203e-4,Other,probable aminotransferase,Other categories,Other,slr5022
sll1240,2,slr1916,-0.91449804663714,0.003013751283216,NA,unknown protein,Unknown,Unknown,sll1240
ssr5074,2,slr1916,-0.913742486176758,0.021804653708482,NA,unknown protein,Unknown,Unknown,ssr5074
sll5026,2,slr1916,-0.904695274637699,2.31218117046073e-8,NA,hypothetical protein,Hypothetical,Hypoth,sll5026
slr5111,2,slr1916,-0.901071892481588,0.011818768167198,NA,unknown protein,Unknown,Unknown,slr5111
sll0825,2,slr1916,-0.898356135030957,0.007350430297004,Ribosomal proteins: synthesis and modification,polyA polymerase,Translation,Translat,sll0825
slr0510,2,slr1916,-0.883701551724501,1.79039268750729e-5,NA,hypothetical protein,Hypothetical,Hypoth,slr0510
sll1231,2,slr1916,-0.882711028527624,6.44457283308e-4,Sugars,mannosyltransferase,Energy metabolism,Energy,sll1231
sll0181,2,slr1916,-0.881141942074875,7.90724376977098e-5,NA,unknown protein,Unknown,Unknown,sll0181
sll7027,2,slr1916,-0.875226602060064,0.003112582936174,NA,unknown protein,Unknown,Unknown,sll7027
sll1318,2,slr1916,-0.866855061657663,0.005532629549784,NA,hypothetical protein,Hypothetical,Hypoth,sll1318
sll1531,2,slr1916,-0.860768904919678,3.76887600021859e-9,NA,unknown protein,Unknown,Unknown,sll1531
sll0924,2,slr1916,-0.858812465312036,6.2845032964873e-7,NA,hypothetical protein,Hypothetical,Hypoth,sll0924
sll0448,2,slr1916,-0.857667542305307,0.087424171130335,NA,unknown protein,Unknown,Unknown,sll0448
slr2118,2,slr1916,-0.856253112134207,0.001638419247071,NA,unknown protein,Unknown,Unknown,slr2118
slr8044,2,slr1916,-0.849594417416598,3.89967558416e-4,NA,unknown protein,Unknown,Unknown,slr8044
sll0848,2,slr1916,-0.848244097852128,4.87678265378e-4,NA,chromosomal replication initiator protein DnaA,"DNA replication, restriction, modification, recombination, and repair",DNArep,dnaA sll0848
sll1095,2,slr1916,-0.835334489829788,6.44324668346038e-5,NA,hypothetical protein,Hypothetical,Hypoth,sll1095
slr2077,2,slr1916,-0.820538041299459,1.77946155535332e-5,NA,"probable ABC transporter, periplasmic binding protein",Transport and binding proteins,Transport,slr2077
sll0474,2,slr1916,-0.819562908264175,0.001575730678783,NA,two-component hybrid sensor and regulator,Regulatory functions,Regul,sll0474
sll7050,2,slr1916,-0.809397632891017,0.040238834979496,NA,unknown protein,Unknown,Unknown,sll7050
sll7067,2,slr1916,-0.793596049069691,0.037346286101333,NA,unknown protein,Unknown,Unknown,sll7067
slr1827,2,slr1916,-0.792190046594982,0.001386822862068,NA,hypothetical protein,Hypothetical,Hypoth,slr1827
ssl7042,2,slr1916,-0.789954396767429,0.010214621900016,NA,hypothetical protein,Hypothetical,Hypoth,ssl7042
sll7069,2,slr1916,-0.782976341790646,0.002131411736032,NA,hypothetical protein,Hypothetical,Hypoth,sll7069
slr1862,2,slr1916,-0.772480229223082,0.021993605709245,NA,unknown protein,Unknown,Unknown,slr1862
slr1974,2,slr1916,-0.766716998051265,1.48383638485e-4,Other,GTP binding protein,Other categories,Other,der engA slr1974
sll1584,2,slr1916,-0.747235720217473,0.00130429475899,Soluble electron carriers,ferredoxin like protein,Photosynthesis and respiration,Photosynth,sll1584
sll0864,2,slr1916,-0.743839237180551,0.032067223580163,NA,hypothetical protein,Hypothetical,Hypoth,sll0864
sll0378,2,slr1916,-0.736630761617851,0.06117615247432,"Cobalamin, heme, phycobilin and porphyrin",uroporphyrin-III C-methyltransferase,"Biosynthesis of cofactors, prosthetic groups, and carriers",Cofactors,cobA sll0378
slr0272,2,slr1916,-0.727372493801695,0.088371674746343,NA,unknown protein,Unknown,Unknown,slr0272
sll1710,2,slr1916,-0.725686326064633,0.076195619299427,Transposon-related functions,putative transposase [ISY523b: 1275354 - 1276224],Other categories,Other,sll1710
slr7052,2,slr1916,-0.70795535715195,0.086125397145587,NA,unknown protein,Unknown,Unknown,slr7052
slr0023,2,slr1916,-0.691742675442469,1.52043694365e-4,NA,unknown protein,Unknown,Unknown,slr0023
slr7097,2,slr1916,-0.688655979007054,0.10447023591774,NA,hypothetical protein,Hypothetical,Hypoth,slr7097
sll1510,2,slr1916,-0.675273079015768,0.009949081882893,NA,unknown protein,Unknown,Unknown,sll1510
slr1927,2,slr1916,-0.672402688088432,0.047177832116009,NA,hypothetical protein,Hypothetical,Hypoth,slr1927
sll5049,2,slr1916,-0.659717563316552,1.88599561828088e-6,NA,"polysaccharide transmembrane transporter Wzx, flippase",Transport and binding proteins,Transport,sll5049
sll0085,2,slr1916,-0.645147970846529,0.001118308056089,NA,unknown protein,Unknown,Unknown,sll0085
slr1591,2,slr1916,-0.643134981091604,2.96239432702e-4,NA,hypothetical protein,Hypothetical,Hypoth,slr1591
slr7096,2,slr1916,-0.60422994593365,0.190334356027658,NA,hypothetical protein,Hypothetical,Hypoth,slr7096
slr0640,2,slr1916,-0.600782028415934,4.0754820728e-4,NA,two-component sensor histidine kinase,Regulatory functions,Regul,slr0640
slr7095,2,slr1916,-0.594419516093615,0.056818450990433,NA,hypothetical protein,Hypothetical,Hypoth,slr7095
slr1025,2,slr1916,-0.581295687204374,0.082462428607476,NA,hypothetical protein,Hypothetical,Hypoth,slr1025
slr1222,2,slr1916,-0.56438977001319,0.01655749497814,NA,unknown protein,Unknown,Unknown,slr1222
slr0321,2,slr1916,-0.562574297275522,0.023360110446111,NA,GTP-binding protein ERA homolog,Regulatory functions,Regul,era slr0321
sll5003,2,slr1916,-0.554433151814909,0.058295842578974,NA,hypothetical protein,Hypothetical,Hypoth,sll5003
sll5063,2,slr1916,-0.548409107882438,0.05466129800461,NA,unknown protein,Unknown,Unknown,sll5063
slr0914,2,slr1916,-0.546852744602552,0.002687637958193,NA,unknown protein,Unknown,Unknown,slr0914
slr7102,2,slr1916,-0.538807355879232,0.050355750953756,NA,hypothetical protein,Hypothetical,Hypoth,slr7102
ssl5129,2,slr1916,-0.525021185305397,0.233917183719468,NA,hypothetical protein,Hypothetical,Hypoth,ssl5129
sll5046,2,slr1916,-0.515070435333498,0.00777623664105,NA,unknown protein,Unknown,Unknown,sll5046
sll1917,2,slr1916,-0.503415164949179,0.152340804429168,"Cobalamin, heme, phycobilin and porphyrin","coproporphyrinogen III oxidase, anaerobic (oxygen-independent)","Biosynthesis of cofactors, prosthetic groups, and carriers",Cofactors,sll1917
sll7087,2,slr1916,-0.500282615151536,0.30756251755207,NA,unknown protein,Unknown,Unknown,sll7087
sll0686,2,slr1916,-0.487252619510862,0.025170014471623,Other,probable cytochrome c-type biogenesis protein,Other categories,Other,sll0686
ssr7017,2,slr1916,-0.48116713180955,0.202710298951409,Other,CRISPR-associated endoribonuclease Cas2 1,NA,NA,NA
slr7049,2,slr1916,-0.479738689726651,0.06196811544788,Transposon-related functions,resolvase,Other categories,Other,slr7049
slr0639,2,slr1916,-0.474347786561154,0.172516081594715,NA,mechanosensitive ion channel homolog,Transport and binding proteins,Transport,slr0639
ssr1258,2,slr1916,-0.468008989723202,0.259071844081389,NA,hypothetical protein,Hypothetical,Hypoth,ssr1258
slr6058,2,slr1916,-0.46358182744518,0.212419572222028,NA,hypothetical protein,Hypothetical,Hypoth,slr6058
sll0792,2,slr1916,-0.450554006045065,0.069390065447343,NA,Zinc-responsive repressor ZiaR,Regulatory functions,Regul,ziaR smtB sll0792
sll8019,2,slr1916,-0.441024301405957,0.085439142640348,NA,hypothetical protein,Hypothetical,Hypoth,sll8019
sll0360,2,slr1916,-0.428075389102951,0.065901748155973,NA,hypothetical protein,Hypothetical,Hypoth,sll0360
ssl5039,2,slr1916,-0.427007510497979,0.320141170046379,NA,unknown protein,Unknown,Unknown,ssl5039
slr0913,2,slr1916,-0.414629974355236,0.07635381772645,NA,unknown protein,Unknown,Unknown,slr0913
slr0755,2,slr1916,-0.406217059328624,0.499623715660609,NA,hypothetical protein,Hypothetical,Hypoth,slr0755
slr0636,2,slr1916,-0.338835331800052,0.312082105981859,"Cobalamin, heme, phycobilin and porphyrin",probable cobalamin [5&#x27;-phosphate] synthase,"Biosynthesis of cofactors, prosthetic groups, and carriers",Cofactors,cobS slr0636
slr0572,2,slr1916,-0.333867618754033,0.459959477518059,NA,unknown protein,Unknown,Unknown,slr0572
sll1716,2,slr1916,-0.327475323038671,0.369132795712511,Transposon-related functions,putative transposase [ISY523a: 967549 - 968419],Other categories,Other,sll1716
slr7099,2,slr1916,-0.325312470527307,0.475139400373841,NA,unknown protein,Unknown,Unknown,slr7099
ssr5092,2,slr1916,-0.309836788721253,0.638583888309873,NA,hypothetical protein,Hypothetical,Hypoth,ssr5092
slr0199,2,slr1916,-0.306725914208214,0.404847672246089,Aromatic amino acid family,"putative glutamine amidotransferase, ergothioneine biosynthesis",Amino acid biosynthesis,AminoAcids,slr0199
slr0108,2,slr1916,-0.266109982263207,0.459732623653588,NA,unknown protein,Unknown,Unknown,slr0108
sll7044,2,slr1916,-0.237839419507385,0.170279785961928,Other,plasmid partition protein ParA homolog,Other categories,Other,sll7044
slr7100,2,slr1916,-0.223970209106741,0.384379202976944,NA,unknown protein,Unknown,Unknown,slr7100
slr1340,2,slr1916,-0.216074707448378,0.358966918702789,NA,unknown protein,Unknown,Unknown,slr1340
slr0231,2,slr1916,-0.210899627956792,0.692563380852117,Other,probable DNA-3-methyladenine glycosylase,Other categories,Other,slr0231
slr7016,2,slr1916,-0.182792898534568,0.490542999676305,Other,CRISPR-associated endonuclease Cas1,Other categories,Other,cas1 slr7016
sll0793,2,slr1916,-0.142288136802101,0.598606254867671,NA,hypothetical protein,Hypothetical,Hypoth,sll0793
sll7085,2,slr1916,-0.083353029363999,0.867769722606929,NA,unknown protein,Unknown,Unknown,sll7085
sll7086,2,slr1916,0.048805612331079,0.947927028444287,NA,unknown protein,Unknown,Unknown,sll7086
sll1969,2,slr1916,0.143690858658602,0.548819179129897,NA,ppnK NAD+ kinase,"Fatty acid, phospholipid and sterol metabolism",FattyAcids,ppnK sll1969
sll1532,2,slr1916,0.256307391763424,0.104155190500703,NA,hypothetical protein,Hypothetical,Hypoth,sll1532
ssl2982,2,slr1916,0.498748387347253,5.24230296801562e-5,"RNA synthesis, modification, and DNA transcription",DNA-directed RNA polymerase omega subunit rpoZ,Transcription,Transcript,rpoZ ssl2982
sll5057,2,slr1916,1.34594231834548,3.84434032302785e-12,Other,probable glycosyltransferase,Other categories,Other,sll5057
ssl2982,2,ssl2982,-4.84930041305876,4.72825068369746e-133,"RNA synthesis, modification, and DNA transcription",DNA-directed RNA polymerase omega subunit rpoZ,Transcription,Transcript,rpoZ ssl2982
sll1851,2,ssl2982,-4.79344353437072,0.001450302250628,NA,unknown protein,Unknown,Unknown,sll1851
sll1532,2,ssl2982,-3.49749621243283,2.11373144988775e-123,NA,hypothetical protein,Hypothetical,Hypoth,sll1532
slr0750,2,ssl2982,-2.70174300550697,5.49948563694e-4,"Cobalamin, heme, phycobilin and porphyrin",light-independent protochlorophyllide reductase subunit ChlN,"Biosynthesis of cofactors, prosthetic groups, and carriers",Cofactors,chlN slr0750
slr5085,2,ssl2982,-2.61491602072373,0.078254422116966,NA,unknown protein,Unknown,Unknown,slr5085
slr5112,2,ssl2982,-2.45456248963886,2.27825456963945e-6,NA,unknown protein,Unknown,Unknown,slr5112
slr7098,2,ssl2982,-2.12371352695647,0.003861931202108,NA,unknown protein,Unknown,Unknown,slr7098
ssr7093,2,ssl2982,-2.12144881731083,5.5685723602e-4,Other,CRISPR-associated endoribonuclease Cas2 3,Other categories,Other,cas2-3 ssr7093
ssr6002,2,ssl2982,-2.09328791539218,0.039919003808982,NA,unknown protein,Unknown,Unknown,ssr6002
sll7086,2,ssl2982,-1.87058727173741,0.0038249427078,NA,unknown protein,Unknown,Unknown,sll7086
slr5111,2,ssl2982,-1.83869587129295,2.44193228265029e-7,NA,unknown protein,Unknown,Unknown,slr5111
ssr1499,2,ssl2982,-1.80134741500563,3.26128805264964e-7,NA,hypothetical protein,Hypothetical,Hypoth,ssr1499
slr7091,2,ssl2982,-1.79087174633392,0.003034462169502,NA,hypothetical protein,Hypothetical,Hypoth,slr7091
slr0199,2,ssl2982,-1.77722321200913,1.54371873825282e-8,Aromatic amino acid family,"putative glutamine amidotransferase, ergothioneine biosynthesis",Amino acid biosynthesis,AminoAcids,slr0199
sll8040,2,ssl2982,-1.76857553630107,1.42365831339404e-7,NA,unknown protein,Unknown,Unknown,sll8040
sll5028,2,ssl2982,-1.76212927955157,6.27722365986513e-8,NA,hypothetical protein,Hypothetical,Hypoth,sll5028
sll5062,2,ssl2982,-1.75741692769926,1.54211980108434e-8,NA,unknown protein,Unknown,Unknown,sll5062
sll1319,2,ssl2982,-1.71934660639838,8.85640965011201e-8,NA,uncharacterized transporter,Transport and binding proteins,Transport,sll1319
sll8020,2,ssl2982,-1.71249554152132,1.76097691818215e-12,NA,hypothetical protein,Hypothetical,Hypoth,sll8020
sll7055,2,ssl2982,-1.67374037266507,0.001738440397776,NA,unknown protein,Unknown,Unknown,sll7055
sll8035,2,ssl2982,-1.6443315693819,0.012655764202598,NA,hypothetical protein,Hypothetical,Hypoth,sll8035
sll1710,2,ssl2982,-1.64221929715698,1.90396826967766e-5,Transposon-related functions,putative transposase [ISY523b: 1275354 - 1276224],Other categories,Other,sll1710
slr8044,2,ssl2982,-1.58931965426195,7.90684456602742e-11,NA,unknown protein,Unknown,Unknown,slr8044
slr5012,2,ssl2982,-1.57201844226232,4.0335810680287e-9,NA,hypothetical protein,Hypothetical,Hypoth,slr5012
slr6106,2,ssl2982,-1.5662066664003,0.006983736115074,NA,hypothetical protein,Hypothetical,Hypoth,slr6106
slr0023,2,ssl2982,-1.54922028797566,3.12285820725591e-17,NA,unknown protein,Unknown,Unknown,slr0023
slr0474,2,ssl2982,-1.54861633306586,0.002078828503606,NA,"two-component response regulator CheY subfamily,  regulator for phytochrome 1 (Cph1)",Regulatory functions,Regul,rcp1 slr0474
sll8048,2,ssl2982,-1.53643554013145,4.64366422993584e-17,NA,hypothetical protein,Hypothetical,Hypoth,sll8048
sll0474,2,ssl2982,-1.51330745500643,4.19014994802565e-9,NA,two-component hybrid sensor and regulator,Regulatory functions,Regul,sll0474
ssl7042,2,ssl2982,-1.50815343481675,1.51636472334134e-6,NA,hypothetical protein,Hypothetical,Hypoth,ssl7042
sll0448,2,ssl2982,-1.50554200214043,0.003156905224677,NA,unknown protein,Unknown,Unknown,sll0448
sll8019,2,ssl2982,-1.4967353397075,1.33385633117153e-9,NA,hypothetical protein,Hypothetical,Hypoth,sll8019
sll0825,2,ssl2982,-1.4865369194487,2.73399463548167e-6,Ribosomal proteins: synthesis and modification,polyA polymerase,Translation,Translat,sll0825
slr7052,2,ssl2982,-1.48573967776268,5.64483703275e-4,NA,unknown protein,Unknown,Unknown,slr7052
slr7102,2,ssl2982,-1.45917052873216,1.76113861098228e-7,NA,hypothetical protein,Hypothetical,Hypoth,slr7102
sll7090,2,ssl2982,-1.45609660419154,1.55591160502e-4,NA,unknown protein,Unknown,Unknown,sll7090
slr7097,2,ssl2982,-1.43867627362885,7.33891921581e-4,NA,hypothetical protein,Hypothetical,Hypoth,slr7097
ssr1258,2,ssl2982,-1.43693380838433,1.17238030345e-4,NA,hypothetical protein,Hypothetical,Hypoth,ssr1258
slr5053,2,ssl2982,-1.43402945435534,0.020844454644296,NA,unknown protein,Unknown,Unknown,slr5053
slr0955,2,ssl2982,-1.42660666043653,1.46033376768565e-10,Aminoacyl tRNA synthetases and tRNA modification,probable tRNA/rRNA methyltransferase,Translation,Translat,slr0955
sll8032,2,ssl2982,-1.41194968925682,8.14011811799892e-5,NA,hypothetical protein,Hypothetical,Hypoth,sll8032
slr5013,2,ssl2982,-1.40249850185622,2.6471056344881e-10,NA,unknown protein,Unknown,Unknown,slr5013
sll1095,2,ssl2982,-1.3912804553825,1.88286108634439e-11,NA,hypothetical protein,Hypothetical,Hypoth,sll1095
sll8034,2,ssl2982,-1.38331540510732,8.46542082665722e-9,Other,2-nitropropane dioxygenase,Other categories,Other,sll8034
sll0864,2,ssl2982,-1.37636704365885,4.09890801675641e-5,NA,hypothetical protein,Hypothetical,Hypoth,sll0864
