,reaction_id,reaction_name,reaction_reaction,genes,EC_number,groups,kegg_reaction,metanetx_reaction,seed_reaction
228,TYRTA,Tyrosine transaminase,akg_c + tyr__L_c <=> 34hpp_c + glu__L_c,"H16_A1151, H16_B1081","['2.6.1.1', '2.6.1.5', '2.6.1.57', '2.6.1.9']","Phenylalanine, Tyrosine and Tryptophan biosynthesis",R00734,MNXR105000,rxn00527
229,GLYOX,Hydroxyacylglutathione hydrolase,h2o_c + lgt_s_c --> gthrd_c + h_c + lac__D_c,"H16_A0190, H16_A2464, H16_A1980, H16_A2209, H16_A3582, H16_A3623",3.1.2.6,Pyruvate Metabolism,R01736,MNXR100353,rxn01274
230,4HPHED2,4-hydroxyphenylpyruvate dioxygenase,o2_c + phpyr_c --> 2hyoxplac_c + co2_c,H16_B1083,,Phenylalanine metabolism,,,
231,ALDH,Aldehyde dehydrogenase (NAD+),dglucl_c + 2.0 h2o_c + nad_c <=> glcr_c + 3.0 h_c + nadh_c,"H16_A0745, H16_B0737, H16_B1751, H16_B0833, H16_A1495, H16_B2444, H16_B1835, H16_B1534, H16_B1735, H16_B0421, H16_A1114, H16_B0212, H16_A0232, H16_B1960",1.2.1.3,Ascorbate and Aldarate metabolism,R03869,MNXR95762,
232,4HPHED1,4-hydroxyphenylpyruvate dioxygenase,34hpp_c + o2_c --> co2_c + homogen_c,H16_B1083,,Tyrosine metabolism,,,
233,TDPGDH,"DTDPglucose 4,6-dehydratase",dtdpglu_c --> dtdp4d6dg_c + h2o_c,"H16_A2909, H16_A0369, H16_A1851, H16_B1642",4.2.1.46,Nucleotide sugars metabolism,R06513,MNXR104761,rxn01997
234,CHRPL,Chorismate pyruvate lyase,chor_c --> 4hbz_c + pyr_c,H16_A3165,4.1.3.40,Ubiquinone Biosynthesis,R01302,MNXR96711,rxn00966
235,THRAD2,L-allo-threonine aldolase,athr__L_c --> acald_c + gly_c,H16_A2762,,"Glycine, Serine and threonine Metabolism",,,
236,THRA,Threonine aldolase,thr__L_c --> acald_c + gly_c,H16_A2762,"['4.1.2.48', '4.1.2.5']","Glycine, Serine and threonine Metabolism",R00751,MNXR104833,rxn00541
237,TAh,Transaldolase,g3p_c + s7p_c <=> e4p_c + f6p_c,H16_A2346,2.2.1.2,Pentose Phosphate Pathway,R01827,MNXR104715,
238,DHQS,3-dehydroquinate synthase,2dda7p_c --> 3dhq_c + pi_c,H16_A3434,4.2.3.4,"Phenylalanine, Tyrosine and Tryptophan biosynthesis",R03083,MNXR97447,rxn02212
239,PPPNDO,Phenylpropanoate Dioxygenase,h_c + nadh_c + o2_c + pppn_c --> cechddd_c + nad_c,"H16_B0800, H16_A1632",1.14.12.19,Phenylalanine metabolism,,MNXR103134,
240,SULFR,Sulfite reductase (NADPH),7.0 h2_c + 3.0 nadp_c + slnt_c --> 3.0 h2o_c + 4.0 h_c + 3.0 nadph_c + seld_c,"H16_A1639, H16_A2999, H16_B2500",,Selenoamino acid metabolism,,,
241,DB4PS,"3,4-Dihydroxy-2-butanone-4-phosphate synthase",ru5p__D_c --> db4p_c + for_c + h_c,"H16_B1223, H16_B0632, H16_A2854",4.1.99.12,Rivoflavin metabolism,R07281,MNXR97178,rxn05040
242,ARGTRS,Arginyl-tRNA synthetase,arg__L_c + atp_c + trnaarg_c --> amp_c + argtrna_c + h_c + ppi_c,H16_A0159,6.1.1.19,Aminoacyl-tRNA Biosynthesis,R03646,MNXR95950,rxn06432
243,PHEMEAS,Putative hemeA synthase,h2o_c + hemeO_c --> 2.0 h2_c + hemeA_c,H16_A0351,,Porphyrin and Chlorophyll metabolism,,,
244,PHOXDR,Oxidoreductase,2.5 h2_c + o2_c + pheborn_c --> 3.0 h2o_c + phenol_c,"H16_B2129, H16_B0738, H16_B0730",,Naphthalene and Anthracene degradation,,,
245,GLCP,Glycogen phosphorylase,glycogen_c + pi_c --> g1p_c,H16_B1562,,Starch and sucrose metabolism,,MNXR100214,rxn13299
246,2BHPPPH,"2,2-bis(4-hydroxyphenyl)-1-propanol hydroxylase",22bhpp_c + h_c + nadh_c + o2_c --> 23bhpp_c + h2o_c + nad_c,"H16_B2135, H16_B0495, H16_B1480, H16_A1145",,Bisphenol A degradation,,,
247,FMNAT,FMN adenylyltransferase,atp_c + fmn_c --> fad_c + ppi_c,H16_A3045,2.7.7.2,Rivoflavin metabolism,R00161,MNXR95501,rxn00122
248,NH4t,Ammonia reversible transport,nh4_e <=> nh4_c,,,"Transport, Extracellular",,MNXR101950,"['rxn05466', 'rxn08986', 'rxn08987', 'rxn09736', 'rxn09835', 'rxn13364']"
249,FDH,Formate dehydrogenase,for_c + nad_c <=> co2_c + nadh_c,"H16_A2934, H16_A0640, H16_A0644, H16_B1454, H16_B1701, H16_B1452, H16_A0642, H16_A2937, H16_A3292, H16_B1453, H16_A0641, H16_B1471, H16_A2936, H16_B1383, H16_B1700",1.2.1.2,Glyoxylate and Dicarboxylate metabolism,R00519,MNXR99475,rxn00371
250,ADK3,Adentylate kinase (GTP),amp_c + gtp_c + h_c <=> adp_c + gdp_c,H16_A0603,"['2.7.4.10', '2.7.4.4']",Nucleotide Salvage Pathway,,MNXR95452,rxn08066
251,ANTOXDR,Oxidoreductase,anthrc_c + h2_c + o2_c --> anthr910d_c,"H16_B2129, H16_B0738, H16_B0730",,Naphthalene and Anthracene degradation,,,
252,ADK4,Adentylate kinase (ITP),amp_c + h_c + itp_c <=> adp_c + idp_c,H16_A0603,,Nucleotide Salvage Pathway,,MNXR95453,rxn08067
253,ADK1,Adenylate kinase,amp_c + atp_c + h_c <=> 2.0 adp_c,H16_A0603,2.7.4.3,Purine metabolism,R00127,MNXR95450,rxn00097
254,BTPT2,Bis(5'-nucleosidyl)-tetraphosphatase,ap4a_c + h2o_c --> amp_c + atp_c + h_c,H16_A3406,,Purine metabolism,,,
255,BTPT1,Bis(5'-nucleosidyl)-tetraphosphatase,h2o_c + h_c + xp4g_c --> xmp_c + xtp_c,H16_A3406,,Purine metabolism,,,
256,SULALDAC,Sulfoacetaldehyde acetyltransferase,pi_c + sulald_c --> actp_c + so3_c,H16_B1870,,Taurine and Hypotaurine metabolism,,,
257,GALTpts,Galactitol transport via PEP:Pyr PTS,galt_e + pep_c --> galt1p_c + h_c + pyr_c,,,"Transport, Extracellular",,MNXR100018,"['rxn05567', 'rxn08586']"
258,34DHDHF,"3,4-dihydroxy-3,4-dihydrofluorene dehydrogenase",c34dhdhf_c --> 34dhflu_c + h2_c,"H16_B0734, H16_B0731",,Fluorene degradation,,,
259,CYSabc,L-cysteine transport via ABC system,atp_c + cys__L_e + h2o_c --> adp_c + cys__L_c + h_c + pi_c,"H16_A2756, H16_B1478, H16_A0475, H16_B1810, H16_A0045, H16_A3308",3.6.3.21,"Transport, Extracellular",,MNXR97025,"['rxn05237', 'rxn08281']"
260,ACP1p,Acid phosphatase (FMN),fmn_c + h2o_c --> pi_c + ribflav_c,"H16_A0767, H16_B1238",,Rivoflavin metabolism,,,
261,SALCH1,Salicylate hydroxylase,1h2nap_c + 2.0 h_c + nadh_c + o2_c --> co2_c + h2o_c + nad_c + npthld_c,"H16_B0876, H16_A0578, H16_A1785, H16_B0750, H16_A0922",,Naphthalene and Anthracene degradation,,,
262,GMPS,GMP synthase,atp_c + gln__L_c + h2o_c + xmp_c --> amp_c + glu__L_c + gmp_c + 3.0 h_c + ppi_c,H16_A2028,6.3.5.2,Purine metabolism,R01230,MNXR100383,rxn00916
263,DGSNt2,Deoxyguanosine transport in via proton symport,dgsn_e + h_e --> dgsn_c + h_c,,,"Transport, Extracellular",,MNXR97325,"['rxn08323', 'rxn09688']"
264,ACODA,Acetylornithine deacetylase,acorn_c + h2o_c --> ac_c + orn_c,"H16_A1454, H16_B0459","['3.5.1.14', '3.5.1.16']",Urea Cycle and Metabolism of amino groups,R00669,MNXR95377,rxn00469
265,KDOCT2,3-deoxy-manno-octulosonate cytidylyltransferase,ctp_c + kdo_c --> ckdo_c + h_c + ppi_c,H16_A0604,2.7.7.38,Lipopolysaccharide Biosynthesis,,MNXR100932,
266,SALCH5,Salicylate hydroxylase,4hmsial_c + 2.0 h_c + nadh_c + o2_c --> 3hmcat_c + co2_c + h2o_c + nad_c,"H16_B0876, H16_A0578, H16_A1785, H16_B0750, H16_A0922",,1- and 2-Methylnaphthalene degradation,,,
267,SALCH4,Salicylate hydroxylase,2.0 h_c + msalc4_c + nadh_c + o2_c --> 4mcat_c + co2_c + h2o_c + nad_c,"H16_B0876, H16_A0578, H16_A1785, H16_B0750, H16_A0922",,1- and 2-Methylnaphthalene degradation,,,
268,SALCH3,Salicylate hydroxylase,2.0 h_c + msial_c + nadh_c + o2_c --> co2_c + dhtolen_c + h2o_c + nad_c,"H16_B0876, H16_A0578, H16_A1785, H16_B0750, H16_A0922",,1- and 2-Methylnaphthalene degradation,,,
269,SALCH2,Salicylate hydroxylase,2.0 h_c + nadh_c + o2_c + salc_c --> catechol_c + co2_c + h2o_c + nad_c,"H16_B0876, H16_A0578, H16_A1785, H16_B0750, H16_A0922",,Naphthalene and Anthracene degradation,,,
270,BTPT3,Bis(5'-nucleosidyl)-tetraphosphatase,h2o_c + up4g_c --> h_c + ump_c + utp_c,H16_A3406,,Pyrimidine metabolism,,,
271,GLUTRS,Glutamyl-tRNA synthetase,atp_c + glu__L_c + trnaglu_c --> amp_c + glutrna_c + h_c + ppi_c,"H16_A2403, H16_A2716","['6.1.1', '6.1.1.17', '6.1.1.24']",Porphyrin and Chlorophyll metabolism,R05578,MNXR100295,rxn06937
272,GLUTRR,Glutamyl-tRNA reductase,glutrna_c + h_c + nadph_c --> glu1sa_c + nadp_c + trnaglu_c,H16_A3339,1.2.1.70,Porphyrin and Chlorophyll metabolism,R04109,MNXR100294,rxn06591
273,SLFR,Sulfite reductase,3.0 h_c + 3.0 nadph_c + so3_c --> 3.0 h2o_c + h2s_c + 3.0 nadp_c,"H16_A1639, H16_A2999, H16_B2500",,Sulfur Metabolism,,,
274,NTPTP1,Nucleoside triphosphate tripolyhydrolase,dgtp_c + h2o_c --> dgsn_c + pppi_c,H16_A3433,3.1.5.1,Purine metabolism,R01856,MNXR102057,rxn01352
275,CARSA,N-carbamoylsarcosine amidase,carbs_c + h2o_c + 2.0 h_c --> co2_c + nh4_c + sarcs_c,H16_A0926,,Arginine and Proline metabolism,,,
276,LPD5,Dihydrolipoamide dehydrogenase,dlipop_c + nad_c --> h_c + lprot_c + nadh_c,"H16_A3724, H16_B1098, H16_A2323, H16_A1377",,"Glycine, Serine and threonine Metabolism",,MNXR101133,
277,NUTPTP2,Nucleoside triphosphate tripolyhydrolase,gtp_c + h2o_c --> gsn_c + pppi_c,H16_A3433,,Purine metabolism,,,
278,2HOHPHDB,"2-Hydroxy-6-oxo-6-(2-hydroxyphenyl)-hexa-2,4-dienoate benzoylhydrolase",2hohphd_c + h2o_c --> h_c + op4en_c + salc_c,H16_B0600,,Fluorene degradation,,,
279,H2Ot,H2O transport via diffusion,h2o_e <=> h2o_c,,,"Transport, Extracellular",,MNXR98641,"['rxn05319', 'rxn08686', 'rxn08687', 'rxn09643', 'rxn09745', 'rxn09812', 'rxn09838', 'rxn09874']"
280,PPAKr,Propionate kinase,adp_c + ppap_c <=> atp_c + ppa_c,"H16_A0670, H16_B1630",2.7.2.15,Propanoate metabolism,,MNXR95897,
281,CBL1abc,Cob(1)alamin transport via ABC system,atp_c + cbl1_e + h2o_c --> adp_c + cbl1_c + h_c + pi_c,,3.6.3.33,"Transport, Extracellular",,MNXR96471,
282,PTRCt2,"Putrescine transport in via proton symport, reversible",h_e + ptrc_e <=> h_c + ptrc_c,,,"Transport, Extracellular",,MNXR103340,"['rxn05687', 'rxn09215']"
283,HOPNTAL,4-hydroxy-2-oxopentanoate aldolase,4h2opntn_c --> acald_c + pyr_c,"H16_B0552, H16_A1807, H16_B0595","['4.1.2', '4.1.2.n4', '4.1.3.39']",Phenylalanine metabolism,R00750,MNXR100679,rxn00540
284,METTHFD,Methylenetetrahydrofolatedehydrogenase (NADP),mlthf_c + nadp_c <=> methf_c + nadph_c,H16_A1370,,Folate Metabolism,,,
285,ANTHMN1,Anthraniloyl-CoA monooxygenase,anthcoa_c + 2.0 h_c + 2.0 nadh_c + o2_c --> 2amoeccoa_c + h2o_c + 2.0 nad_c,H16_A2461,,Carbazole degradation,,,
286,LEUTRS,Leucyl-tRNA synthetase,atp_c + leu__L_c + trnaleu_c --> amp_c + h_c + leutrna_c + ppi_c,H16_A3139,6.1.1.4,Aminoacyl-tRNA Biosynthesis,R03657,MNXR101053,rxn06441
287,ANTHMN2,Anthraniloyl-CoA monooxygenase,anthcoa_c + 2.0 h_c + 2.0 nadph_c + o2_c --> 2amoeccoa_c + h2o_c + 2.0 nadp_c,H16_A2461,,Carbazole degradation,,,
288,MTHFR2,"5,10-methylenetetrahydrofolate reductase (NADH)",h_c + mlthf_c + nadh_c --> 5mthf_c + nad_c,H16_A0246,1.5.1.20,Folate Metabolism,R07168,MNXR101751,
289,MDH,Malate dehydrogenase,mal__L_c + nad_c <=> h_c + nadh_c + oaa_c,"H16_A2634, H16_B0334","['1.1.1.299', '1.1.1.37']",Citric Acid Cycle,R00342,MNXR101439,rxn00248
290,DHDPS,Dihydrodipicolinate synthase,aspsa_c + pyr_c --> 23dhdp_c + 2.0 h2o_c + h_c,"H16_B1831, H16_A1204, H16_B0891, H16_B0213",,Lysine Biosynthesis,,MNXR125801,rxn01644
291,BZALt,Benzaldehyde transport,bzal_e + h_e --> bzal_c + h_c,,,"Transport, Extracellular",,,
292,BPHEDO1,"Biphenyl-2,3-diol 1,2-dioxygenase",bp23d_c + o2_c --> h_c + hophd_c,H16_B0654,,Biphenyl degradation,,,
293,MDH2,Malate dehydrogenase (ubiquinone 8 as acceptor),mal__L_c + q8_c --> oaa_c + q8h2_c,,,Citric Acid Cycle,,MNXR101440,rxn08900
294,BPHEDO2,"Biphenyl-2,3-diol 1,2-dioxygenase",dhchph_c + o2_c --> h_c + hochphhd_c,H16_B0654,,Biphenyl degradation,,,
295,FBA,Fructose-bisphosphate aldolase,fdp_c <=> dhap_c + g3p_c,"H16_B0278, H16_A0568, PHG416, H16_B1384",4.1.2.13,Glycolysis/Gluconeogenesis,R01068,MNXR99459,rxn00786
296,PERD,Erythronate 4-phosphate (4per) dehydrogenase,4pen_c + nad_c <=> h_c + nadh_c + ohpb_c,,1.1.1.290,Vitamine B6 metabolism,R04210,MNXR102495,rxn02939
297,UGLYCH,Ureidoglycolate hydrolase,h2o_c + 2.0 h_c + urdglyc_c --> co2_c + glx_c + 2.0 nh4_c,H16_B2455,"['3.5.1.116', '3.5.3.19']",Purine metabolism,R00469,MNXR105091,rxn00327
298,AKGDH,2-Oxogluterate dehydrogenase,akg_c + coa_c + nad_c --> co2_c + nadh_c + succoa_c,"H16_B1098, H16_A2323, H16_A2325, H16_A2324, H16_A3724, H16_A1377","['1.2.1.52', '1.2.4.2', '1.8.1.4', '2.3.1.61']",Citric Acid Cycle,R08549,MNXR95655,rxn08094
299,ILEtr,L-isoleucine reversible transport via proton symport,h_e + ile__L_e <=> h_c + ile__L_c,,,"Transport, Extracellular",,,
300,ALATRS,Alanyl-tRNA synthetase,ala__L_c + atp_c + trnaala_c --> alatrna_c + amp_c + h_c + ppi_c,H16_A2769,6.1.1.7,Aminoacyl-tRNA Biosynthesis,,MNXR95701,rxn11112
301,MECDPDHT,"2C-methyl-Derythritol 2,4 cyclodiphosphate dehydratase",2mecdp_c + h_c + nadh_c --> h2o_c + hmb4pp_c + nad_c,H16_A2364,,Biosynthesis of steroids,,,
302,PHETRS,Phenylalanyl-tRNA synthetase,atp_c + phe__L_c + trnaphe_c --> amp_c + h_c + phetrna_c + ppi_c,"H16_A1344, H16_A1343",6.1.1.20,Aminoacyl-tRNA Biosynthesis,R03660,MNXR102634,rxn06444
303,FLVRx,Flavin reductase (NAD),2.0 h_c + nadh_c + ribflav_c --> nad_c + rbflvrd_c,"H16_A2352, H16_B0671","['1.5.1.36', '1.5.1.41']",Rivoflavin metabolism,R09750,MNXR99602,rxn08521
304,HYDRTS,Naphthyl-2-methylene-succinyl-CoA hydratase,h2o_c + nap2msuccoa_c --> naphmsuccoa_c,"H16_A1289, H16_A2151, H16_A3307, H16_A1070, H16_A1069, H16_B0706, H16_B0359",,1- and 2-Methylnaphthalene degradation,,,
305,PTRCabc,Putrescine transport via ABC system,atp_c + h2o_c + ptrc_e --> adp_c + h_c + pi_c + ptrc_c,"H16_B0462, H16_B1829",3.6.3.31,"Transport, Extracellular",,MNXR103338,"['rxn05163', 'rxn09213', 'rxn11263']"
306,GALCTtr,D-galactarte transport via proton,galct__D_e + h_e <=> galct__D_c + h_c,,,Putative Transporters,,,
307,CHCOAL,6-carboxyhexanoate-CoA ligase,atp_c + coa_c + pimlt_c --> amp_c + pmcoa_c + ppi_c,"H16_B0928, H16_B1438",6.2.1.14,Biotin Metabolism,R03209,MNXR96667,rxn02296
308,MALTTRabc,Maltotriose transport via ABC system,atp_c + h2o_c + mlttr_e --> adp_c + h_c + mlttr_c + pi_c,,3.6.3,"Transport, Extracellular",,MNXR101358,"['rxn05608', 'rxn08875']"
309,LYSTRS,Lysyl-tRNA synthetase,atp_c + lys__L_c + trnalys_c --> amp_c + h_c + lystrna_c + ppi_c,H16_A1167,6.1.1.6,Aminoacyl-tRNA Biosynthesis,R03658,MNXR101264,"['rxn06442', 'rxn08857']"
310,4FLRBZt,4-Fluorobenzoate transport,4flrbz_e + h_e --> 4flrbz_c + h_c,,,"Transport, Extracellular",,,
311,SPMDabc,Spermidine transport via ABC system,atp_c + h2o_c + spmd_e --> adp_c + h_c + pi_c + spmd_c,"H16_B0462, H16_B1829",3.6.3.31,"Transport, Extracellular",,MNXR104494,"['rxn05175', 'rxn09263', 'rxn11262']"
312,G5SD,Glutamate-5-semialdehyde dehydrogenase,glu5p_c + h_c + nadph_c --> glu5sa_c + nadp_c + pi_c,H16_A3136,1.2.1.41,Urea Cycle and Metabolism of amino groups,R03313,MNXR99896,rxn02373
313,KYNATESYN,"4-(2-Aminophenyl)-2,4-dioxobutanoate dehydratase",h2o_c + knt_c <=> 4aphdob_c,,,Tryptophan metabolism,,MNXR100949,
314,FBP,Fructose-bisphosphatase,fdp_c + h2o_c --> f6p_c + pi_c,"PHG422, H16_B1390, H16_A0999",3.1.3.11,Glycolysis/Gluconeogenesis,,MNXR99465,
315,ACt2r,Acetate reversible transport via proton symport,ac_e + h_e <=> ac_c + h_c,,,"Transport, Extracellular",,MNXR95429,"['rxn05488', 'rxn08061']"
316,ADOCBLS,Adenosylcobalamin 5'-phosphate synthase,agdpcbi_c + rdmbzi_c --> adocbl_c + gmp_c + h_c,H16_A2967,2.7.8.26,Porphyrin and Chlorophyll metabolism,R05223,MNXR95469,rxn03538
317,GGMT2,Gammaglutamyltranspeptidase,cyaala_c + glu__L_c --> ggbcya_c + h2o_c,"H16_A2780, H16_A1098, H16_A0784, H16_B0984",,Cyanoamino acid metabolism,,,
318,GGMT1,Gammaglutamyltranspeptidase,cyaala_c + glu__L_c + h_c --> co2_c + ggbap_c + h2o_c,"H16_A2780, H16_A1098, H16_A0784, H16_B0984",,Cyanoamino acid metabolism,,,
319,GAM,Glutaminase,gln__L_c + h2o_c --> glu__L_c + nh4_c,"H16_A2280, H16_A1910","['1.4.1.13', '1.4.7.1', '3.5.1.2', '3.5.1.38', '4.3.3.6', '6.3.4.2', '6.3.5.2', '6.3.5.4', '6.3.5.5']",Glutamate metabolism,R00256,MNXR100030,rxn00189
320,GLUN2,Glutaminase,dgln_c + h2o_c --> glu__D_c + nh4_c,"H16_A2280, H16_A1910",,D-glutamate metabolism,,,
321,MNAO15,Monoamine oxidase,dopa_c + h2o_c + o2_c --> 34dhpac_c + h2o2_c + nh4_c,H16_A0831,,Tyrosine metabolism,,,
322,LPS,Lipopolysaccharide biosynthesis,0.42 adphep_LD_c + 0.28 cdpetn_c + 0.42 ckdo_c + 0.14 lipa_c + 0.28 udpg_c --> LPS_c + 0.42 adp_c + 0.28 cdp_c + 0.42 cmp_c + 0.28 udp_c,,,Lipopolysaccharide Biosynthesis / Recycling,,MNXR138549,
323,CHLtr,"Choline transport via proton symport, reversible",choline_e + h_e <=> choline_c + h_c,,,"Transport, Extracellular",,,
324,DCTPD,DCTP deaminase,dctp_c + h2o_c + h_c --> dutp_c + nh4_c,H16_A2931,3.5.4.13,Pyrimidine metabolism,R02325,MNXR97201,rxn01672
325,DCTPDA2,DCTP deaminase,ctp_c + h2o_c + h_c --> nh4_c + utp_c,H16_A2931,,Pyrimidine metabolism,,,
326,ADPRDP,ADPribose diphosphatase,adprib_c + h2o_c --> amp_c + 2.0 h_c + r5p_c,H16_A1404,3.6.1.13,Purine metabolism,,MNXR95480,
327,GLCURt2r,"D-glucuronate transport via proton symport, reversible",glcur_e + h_e <=> glcur_c + h_c,,,"Transport, Extracellular",,MNXR100234,"['rxn05574', 'rxn08622']"
328,THFAT,Tetrahydrofolate aminomethyltransferase,h2o_c + methf_c --> 5fthf_c + h_c,"H16_A3619, H16_A1567",2.1.2.10,One carbon pool by Folate,R02300,MNXR99614,rxn01652
329,MACACI,Maleylacetoacetate isomerase,4maac_c --> 4faac_c,H16_A0362,5.2.1.2,Tyrosine metabolism,R03181,MNXR101325,rxn02276
330,FORTF,5-formyltetrahydrofolate cyclo-ligase,5fthf_c + atp_c --> adp_c + methf_c + pi_c,H16_A0249,,One carbon pool by Folate,,,
331,OMMBZH,"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase",2ommb_c + h_c + nadph_c + o2_c --> 2omhmbl_c + h2o_c + nadp_c,,,Ubiquinone Biosynthesis,,,
332,G6Pt6_2,Glucose-6-phosphate transport via phosphate antiport,g6p_e + 2.0 pi_c --> g6p_c + 2.0 pi_e,,,"Transport, Extracellular",,MNXR99913,"['rxn05563', 'rxn08569']"
333,XPPT,Xanthine phosphoribosyltransferase,prpp_c + xan_c --> h_c + ppi_c + xmp_c,H16_A3242,"['2.4.2.22', '2.4.2.8']",Purine metabolism,R02142,MNXR105243,rxn01544
334,ACACT1r,Acetyl-CoA C-acetyltransferase,2.0 accoa_c <=> aacoa_c + coa_c,"H16_A2148, H16_A1887, H16_B0662, H16_A1713, H16_A1438, H16_A0170, H16_A1720, H16_A1445, H16_B0668, H16_B0406, H16_A1297, H16_B0759, H16_A0872, H16_A0867, H16_B1771, H16_B0380, H16_A0868, H16_A1528, H16_B0381, H16_B1369",2.3.1.9,Fatty acid biosynthesis,R00238,MNXR95194,rxn00178
335,CYSSADS,L-cysteine sulfinic acid desulfurase,3sala_c + h_c --> ala__L_c + so2_c,H16_A3009,"['4.1.1.12', '4.4.1.1']",Cysteine Metabolism,R00863,MNXR97008,rxn00624
336,HTTOG,Hydantoin-5-propionate hydrolase,2.0 h2o_c + h_c + ht5p_c --> co2_c + glu__L_c + nh4_c,,,Histidine Metabolism,,,
337,SHCHCC,Sirohydrochlorin cobaltochelatase,cobalt2_c + scl_c --> cobtpc_c + 2.0 h_c,H16_A2993,4.99.1.3,Porphyrin and Chlorophyll metabolism,,MNXR97796,rxn10600
338,DHR,Dihydroorotase,dhor__S_c + h2o_c <=> cbasp_c + h_c,"H16_A0479, H16_A2912",3.5.2.3,Pyrimidine metabolism,R01993,MNXR97428,rxn01465
339,CATOCS,2-Chloro-3-oxoadipate lyase,coadip_c --> chac_c + h_c + succ_c,,,gamma-Hexachlorocyclohexane degradation,,,
340,PPGS,Phosphatidylglycerol synthase,cdpdag_MRSA_c + glyc3p_c --> cmp_c + pgp_c,H16_A2546,,Glycerophospholipid Metabolism,,,
341,GENDO,"Gentisate 1,2-dioxygenase",gensa_c + o2_c --> h_c + malpyr_c,H16_B0873,,Tyrosine metabolism,,,
342,HATRAZE2,Hydroxyatrazine ethylaminohydrolase,2c4h6at_c + h2o_c --> ammld_c + h_c + hcl_c,H16_A1363,,Atrazine degradation,,,
343,ADSK,Adenylyl-sulfate kinase,aps_c + atp_c --> adp_c + h_c + paps_c,H16_B0626,2.7.1.25,Sulfur Metabolism,R00509,MNXR95159,rxn00361
344,FCLT,Ferrochelatase,fe2_c + ppp9_c --> 2.0 h_c + pth_c,H16_A1134,4.99.1.1,Porphyrin and Chlorophyll metabolism,R00310,MNXR99471,
345,HATRAZE1,Hydroxyatrazine ethylaminohydrolase,h2o_c + h_c + hatrz_c --> ethlam_c + isoppam_c,H16_A1363,,Atrazine degradation,,,
346,TRPD,"Tryptophan 2,3-dioxygenase",o2_c + trp__L_c --> forkn_c,"H16_A2816, H16_B1418",,Tryptophan metabolism,,,
347,ADSLFK2,Adenylyl-sulfate kinase,adsel_c + atp_c --> 3padsel_c + adp_c,H16_B0626,,Selenoamino acid metabolism,,,
348,HACD5,3-hydroxyacyl-CoA dehydrogenase (3-oxododecanoyl-CoA),3h5m4ecoa_c + nad_c --> 5m3o4hcoa_c + h_c + nadh_c,"H16_A0282, H16_A1888, H16_B0388, H16_B0724, H16_B1652, H16_A0602, H16_A1102","['1.1.1.211', '1.1.1.35']",Membrane Lipid Metabolism,R04741,MNXR100546,rxn03242
349,UNAMPLA,UDP-N-acetylmuramoylpenta peptide-lysine N6-alanyltransferase,5.0 gly_c + uaagtmda_c --> 5.0 h2o_c + uaagmm5da_c,,,Peptidoglycan Biosynthesis,,,
350,MOHMT,3-methyl-2-oxobutanoate hydroxymethyltransferase,3mob_c + h2o_c + mlthf_c --> 2dhp_c + thf_c,H16_A3084,2.1.2.11,Pantothenate and CoA biosynthesis,R01226,MNXR101702,
351,BTS4,Biotin synthase,amet_c + dtbt_c + s_c --> btn_c + dad_5_c + h_c + met__L_c,H16_A0183,2.8.1.6,Biotin Metabolism,,MNXR138149,
352,PPG2DGp,Phosphogluconate 2-dehydrogenase,6pgc_c + nadp_c --> 2dhglcn6p_c + h_c + nadph_c,H16_B1813,,Pentose Phosphate Pathway,,,
353,NADSG,NAD+ synthase (glutamine hydrolysing),atp_c + dnad_c + gln__L_c + h2o_c --> amp_c + glu__L_c + h_c + nad_c + ppi_c,H16_A0749,,Glutamate metabolism,,,
354,UAAGDS,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelate synthetase",26dap__M_c + atp_c + uamag_c --> adp_c + h_c + pi_c + ugmd_c,H16_A3278,6.3.2.13,Peptidoglycan Biosynthesis,,MNXR105013,
355,AMID2,Amidase,aa_c + h2o_c --> nh4_c + propen_c,"H16_B1874, H16_B2459, H16_A1469","['3.5.1.11', '3.5.1.4']",Styrene degradation,R02540,MNXR95813,rxn01843
356,TAUDO,Taurine dioxygenase,akg_c + o2_c + taur_c --> aacald_c + co2_c + so3_c + succ_c,"H16_B2220, H16_B1533, H16_B0422, H16_B2227, H16_A0038, H16_A0037, H16_A1263, H16_B2521, H16_B1034, H16_B1004",1.14.11.17,Taurine and Hypotaurine metabolism,R05320,MNXR104730,rxn03630
357,THRtr,L-threonine reversible transport via proton symport,h_e + thr__L_e <=> h_c + thr__L_c,,,"Transport, Extracellular",,,
358,AMDS6,Amidase,bzmd_c + h2o_c --> bz_c + nh4_c,"H16_B1874, H16_B2459, H16_A1469",,Benzoate degradation via CoA ligation,,,
359,ACPCD,1-aminocyclopropane-1-carboxylate deaminase,1acpc_c + h2o_c <=> 2obut_c + nh4_c,H16_B1365,,Propanoate metabolism,,,
360,HMR_7756,2-Phenylacetamide Amidohydrolase,M00673_c + h2o_c --> nh4_c + pac_c,"H16_B1874, H16_B2459, H16_A1469",,Phenylalanine metabolism,,,
361,AMDS3,Amidase,guadbut_c + h2o_c --> guadbutn_c + nh4_c,"H16_B1874, H16_B2459, H16_A1469",,Urea Cycle and Metabolism of amino groups,,,
